FILEID,STUSAB,SUMLEV,GEOID,GEOCODE,REGION,DIVISION,STATE,COUNTY,COUSUB,VTD,VTDI,P0020001,P0020005,P0020006,P0020002,P0020008,P0020007,P0020009,P0020010,P0020011,P0040001,P0040005,P0040006,P0040002,P0040008,P0040007,P0040009,P0040010,P0040011
field concept,State/US-Abbreviation (USPS),Summary Level,Geographic Record Identifier,Geographic Code Identifier,Region,Division,State (FIPS),County (FIPS),County Subdivision (FIPS),Voting District,Voting District Indicator,Total:,White alone,Black or African American alone,Hispanic or Latino,Asian alone,American Indian and Alaska Native alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races:,Total:,White alone,Black or African American alone,Hispanic or Latino,Asian alone,American Indian and Alaska Native alone,Native Hawaiian and Other Pacific Islander alone,Some Other Race alone,Population of two or more races:
PLST,MA,710,7100000US2502500150707000,2.50E+15,1,1,25,25,7000,1507,A,1987,160,856,494,69,4,0,104,300,1450,142,598,338,59,2,0,79,232
PLST,MA,710,7100000US2502500150807000,2.50E+15,1,1,25,25,7000,1508,A,1804,190,533,369,542,3,3,37,127,1376,169,379,285,411,3,3,30,96
PLST,MA,710,7100000US2502500150907000,2.50E+15,1,1,25,25,7000,1509,A,1895,255,459,364,515,7,0,84,211,1494,240,346,257,430,7,0,61,153
PLST,MA,710,7100000US2502500160107000,2.50E+15,1,1,25,25,7000,1601,A,2142,345,477,364,769,4,1,36,146,1711,301,390,273,616,4,1,26,100
PLST,MA,710,7100000US2502500160207000,2.50E+15,1,1,25,25,7000,1602,A,1378,616,123,130,423,6,0,18,62,1140,566,96,90,321,6,0,15,46
PLST,MA,710,7100000US2502500160307000,2.50E+15,1,1,25,25,7000,1603,A,2518,440,840,344,685,10,4,48,147,2000,398,659,254,529,10,4,35,111
PLST,MA,710,7100000US2502500160407000,2.50E+15,1,1,25,25,7000,1604,A,2317,578,556,348,617,2,0,73,143,1867,520,456,233,489,2,0,63,104
PLST,MA,710,7100000US2502500160507000,2.50E+15,1,1,25,25,7000,1605,A,2315,879,483,284,487,4,0,36,142,1841,790,338,187,385,4,0,29,108
PLST,MA,710,7100000US2502500160607000,2.50E+15,1,1,25,25,7000,1606,A,3150,746,847,347,999,3,0,32,176,2571,657,708,270,781,3,0,28,124
PLST,MA,710,7100000US2502500160707000,2.50E+15,1,1,25,25,7000,1607,A,1743,1176,163,107,154,3,0,46,94,1419,999,125,83,108,3,0,32,69
PLST,MA,710,7100000US2502500160807000,2.50E+15,1,1,25,25,7000,1608,A,2088,1191,332,224,235,0,0,20,86,1738,1031,270,162,192,0,0,11,72
PLST,MA,710,7100000US2502500160907000,2.50E+15,1,1,25,25,7000,1609,A,2131,1853,33,52,125,0,0,17,51,1789,1560,30,45,103,0,0,14,37
PLST,MA,710,7100000US2502500161007000,2.50E+15,1,1,25,25,7000,1610,A,2179,1445,220,146,260,4,0,24,80,1827,1252,188,106,206,4,0,13,58
PLST,MA,710,7100000US2502500161107000,2.50E+15,1,1,25,25,7000,1611,A,2092,1238,306,164,234,1,0,30,119,1711,1062,239,116,194,1,0,21,78
PLST,MA,710,7100000US2502500161207000,2.50E+15,1,1,25,25,7000,1612,A,1590,1391,79,35,32,0,0,6,47,1305,1141,72,27,27,0,0,4,34
PLST,MA,710,7100000US2502500170107000,2.50E+15,1,1,25,25,7000,1701,A,2204,88,1225,553,66,8,0,71,193,1614,74,918,372,47,7,0,54,142
PLST,MA,710,7100000US2502500170207000,2.50E+15,1,1,25,25,7000,1702,A,1393,100,647,256,226,1,0,22,141,1130,88,525,201,183,1,0,17,115
PLST,MA,710,7100000US2502500170307000,2.50E+15,1,1,25,25,7000,1703,A,2933,374,1665,515,134,10,0,54,181,2283,335,1311,347,112,10,0,37,131
PLST,MA,710,7100000US2502500170407000,2.50E+15,1,1,25,25,7000,1704,A,2952,632,1421,343,299,6,1,42,208,2368,551,1152,235,246,6,0,31,147
PLST,MA,710,7100000US2502500170507000,2.50E+15,1,1,25,25,7000,1705,A,1786,42,1048,522,46,7,3,15,103,1250,30,773,327,32,7,0,10,71
PLST,MA,710,7100000US2502500170607000,2.50E+15,1,1,25,25,7000,1706,A,2018,374,840,422,196,11,2,44,129,1631,330,706,303,138,7,2,42,103
PLST,MA,710,7100000US2502500170707000,2.50E+15,1,1,25,25,7000,1707,A,1363,52,900,242,36,4,0,19,110,1037,50,703,153,28,4,0,17,82
PLST,MA,710,7100000US2502500170807000,2.50E+15,1,1,25,25,7000,1708,A,2007,105,1183,506,57,20,2,52,82,1523,96,914,353,43,19,1,39,58
PLST,MA,710,7100000US2502500170907000,2.50E+15,1,1,25,25,7000,1709,A,1290,451,458,181,89,0,2,30,79,1037,389,364,129,71,0,2,23,59
PLST,MA,710,7100000US2502500171007000,2.50E+15,1,1,25,25,7000,1710,A,2626,97,1770,426,92,6,0,50,185,1987,92,1387,278,68,6,0,33,123
PLST,MA,710,7100000US2502500171107000,2.50E+15,1,1,25,25,7000,1711,A,984,189,480,150,72,3,0,30,60,825,185,396,111,54,3,0,25,51
PLST,MA,710,7100000US2502500171207000,2.50E+15,1,1,25,25,7000,1712,A,1417,160,867,206,60,0,0,19,105,1158,142,726,141,53,0,0,13,83
PLST,MA,710,7100000US2502500171307000,2.50E+15,1,1,25,25,7000,1713,A,1796,888,462,165,191,2,1,16,71,1575,821,391,143,149,2,1,11,57
PLST,MA,710,7100000US2502500171407000,2.50E+15,1,1,25,25,7000,1714,A,1681,491,779,175,105,5,0,29,97,1424,465,644,135,87,5,0,24,64
PLST,MA,710,7100000US2502500180107000,2.50E+15,1,1,25,25,7000,1801,A,3423,179,2109,839,48,11,2,51,184,2609,166,1660,555,42,10,2,37,137
PLST,MA,710,7100000US2502500180207000,2.50E+15,1,1,25,25,7000,1802,A,2462,25,1876,410,8,14,2,10,117,1944,16,1512,290,6,11,2,10,97
PLST,MA,710,7100000US2502500180307000,2.50E+15,1,1,25,25,7000,1803,A,2810,51,2158,414,11,3,4,24,145,2142,42,1695,274,7,3,4,19,98
PLST,MA,710,7100000US2502500180407000,2.50E+15,1,1,25,25,7000,1804,A,2958,67,2241,417,25,3,1,27,177,2325,57,1815,272,20,0,0,20,141
PLST,MA,710,7100000US2502500180507000,2.50E+15,1,1,25,25,7000,1805,A,2464,95,1869,347,13,4,0,21,115,1953,89,1516,227,12,4,0,20,85
PLST,MA,710,7100000US2502500180607000,2.50E+15,1,1,25,25,7000,1806,A,2800,100,2018,478,25,9,0,18,152,2281,88,1679,355,17,7,0,17,118
PLST,MA,710,7100000US2502500180707000,2.50E+15,1,1,25,25,7000,1807,A,2365,461,806,855,98,0,0,46,99,1892,415,650,651,83,0,0,44,49
PLST,MA,710,7100000US2502500180807000,2.50E+15,1,1,25,25,7000,1808,A,3961,445,1951,1291,97,1,1,28,147,3214,397,1622,976,83,1,1,20,114
PLST,MA,710,7100000US2502500180907000,2.50E+15,1,1,25,25,7000,1809,A,2035,881,513,486,59,1,0,20,75,1652,760,413,372,55,1,0,13,38
PLST,MA,710,7100000US2502500181007000,2.50E+15,1,1,25,25,7000,1810,A,2917,1642,450,571,108,2,0,20,124,2391,1386,358,457,98,2,0,20,70
PLST,MA,710,7100000US2502500181107000,2.50E+15,1,1,25,25,7000,1811,A,2392,442,1035,714,73,3,1,19,105,1804,383,771,503,67,3,0,9,68
PLST,MA,710,7100000US2502500181207000,2.50E+15,1,1,25,25,7000,1812,A,2367,657,883,607,46,9,1,17,147,1903,578,725,453,33,9,1,3,101
PLST,MA,710,7100000US2502500181307000,2.50E+15,1,1,25,25,7000,1813,A,1636,270,771,486,23,7,2,17,60,1328,236,642,362,20,7,2,14,45
PLST,MA,710,7100000US2502500181407000,2.50E+15,1,1,25,25,7000,1814,A,1648,186,738,645,15,3,0,6,55,1326,165,597,494,14,3,0,6,47
PLST,MA,710,7100000US2502500181507000,2.50E+15,1,1,25,25,7000,1815,A,2540,203,1633,583,21,1,0,21,78,1952,166,1278,418,19,1,0,12,58
PLST,MA,710,7100000US2502500181607000,2.50E+15,1,1,25,25,7000,1816,A,2413,1192,590,402,106,4,7,23,89,1932,1007,459,297,76,4,7,13,69
PLST,MA,710,7100000US2502500181707000,2.50E+15,1,1,25,25,7000,1817,A,2430,531,945,790,52,3,0,27,82,1852,466,725,538,46,3,0,23,51
PLST,MA,710,7100000US2502500181807000,2.50E+15,1,1,25,25,7000,1818,A,2983,633,1296,863,44,8,0,27,112,2476,573,1082,680,42,6,0,15,78
PLST,MA,710,7100000US2502500181907000,2.50E+15,1,1,25,25,7000,1819,A,3759,895,1726,821,104,4,2,46,161,2949,792,1339,595,89,3,2,40,89
PLST,MA,710,7100000US2502500182007000,2.50E+15,1,1,25,25,7000,1820,A,3467,1446,983,659,113,2,0,92,172,2754,1257,729,475,95,0,0,75,123
PLST,MA,710,7100000US2502500182107000,2.50E+15,1,1,25,25,7000,1821,A,3109,47,2356,496,10,5,1,25,169,2469,40,1920,373,7,5,1,10,113
PLST,MA,710,7100000US2502500182207000,2.50E+15,1,1,25,25,7000,1822,A,2214,954,479,602,65,1,0,21,92,1829,827,385,482,52,1,0,18,64
PLST,MA,710,7100000US2502500190107000,2.50E+15,1,1,25,25,7000,1901,A,1760,1249,85,216,93,2,0,8,107,1522,1097,78,193,82,2,0,8,62
PLST,MA,710,7100000US2502500190207000,2.50E+15,1,1,25,25,7000,1902,A,2223,1675,114,159,123,5,3,12,132,1832,1441,99,115,108,4,3,4,58
PLST,MA,710,7100000US2502500190307000,2.50E+15,1,1,25,25,7000,1903,A,1469,1127,57,104,118,2,0,9,52,1289,1011,46,70,110,2,0,8,42
PLST,MA,710,7100000US2502500190407000,2.50E+15,1,1,25,25,7000,1904,A,1985,1414,88,274,114,3,0,6,86,1732,1264,82,234,102,2,0,6,42
PLST,MA,710,7100000US2502500190507000,2.50E+15,1,1,25,25,7000,1905,A,1873,1221,194,265,107,5,0,15,66,1706,1117,189,233,101,5,0,15,46
PLST,MA,710,7100000US2502500190607000,2.50E+15,1,1,25,25,7000,1906,A,2165,1578,95,180,146,3,0,28,135,1870,1408,91,137,128,3,0,22,81
PLST,MA,710,7100000US2502500190707000,2.50E+15,1,1,25,25,7000,1907,A,2624,1354,261,620,224,2,4,31,128,2145,1182,196,461,199,1,4,21,81
PLST,MA,710,7100000US2502500190807000,2.50E+15,1,1,25,25,7000,1908,A,1121,902,33,61,59,0,0,2,64,938,760,29,52,59,0,0,2,36
PLST,MA,710,7100000US2502500190907000,2.50E+15,1,1,25,25,7000,1909,A,1042,809,38,63,65,1,0,4,62,879,690,33,53,59,1,0,4,39
PLST,MA,710,7100000US2502500191007000,2.50E+15,1,1,25,25,7000,1910,A,2571,1138,537,653,70,4,1,29,139,2057,946,454,467,68,4,0,24,94
PLST,MA,710,7100000US2502500191107000,2.50E+15,1,1,25,25,7000,1911,A,2673,542,731,1225,69,1,0,19,86,2048,484,551,882,53,0,0,15,63
PLST,MA,710,7100000US2502500191207000,2.50E+15,1,1,25,25,7000,1912,A,1592,837,232,385,50,1,2,13,72,1341,726,198,311,46,0,2,12,46
PLST,MA,710,7100000US2502500191307000,2.50E+15,1,1,25,25,7000,1913,A,1642,591,400,534,49,1,0,6,61,1372,534,312,445,44,1,0,5,31
PLST,MA,710,7100000US2502500200107000,2.50E+15,1,1,25,25,7000,2001,A,2183,1780,105,115,88,0,0,16,79,1858,1548,94,85,69,0,0,7,55
PLST,MA,710,7100000US2502500200207000,2.50E+15,1,1,25,25,7000,2002,A,2421,1441,254,478,117,4,0,24,103,1967,1212,203,357,99,4,0,20,72
PLST,MA,710,7100000US2502500200307000,2.50E+15,1,1,25,25,7000,2003,A,2720,1352,490,456,293,9,1,20,99,2269,1191,375,364,244,9,1,19,66
PLST,MA,710,7100000US2502500200407000,2.50E+15,1,1,25,25,7000,2004,A,1657,1278,67,157,60,2,0,12,81,1375,1084,51,123,52,2,0,8,55
PLST,MA,710,7100000US2502500200507000,2.50E+15,1,1,25,25,7000,2005,A,2200,1653,98,238,142,4,1,4,60,1864,1431,86,187,122,3,0,0,35
PLST,MA,710,7100000US2502500200607000,2.50E+15,1,1,25,25,7000,2006,A,2012,1651,44,113,130,0,0,5,69,1739,1463,39,86,108,0,0,5,38
PLST,MA,710,7100000US2502500200707000,2.50E+15,1,1,25,25,7000,2007,A,1310,1006,50,104,97,0,0,16,37,1108,870,45,79,83,0,0,11,20
PLST,MA,710,7100000US2502500200807000,2.50E+15,1,1,25,25,7000,2008,A,1609,1154,88,221,47,4,0,6,89,1279,951,77,165,38,4,0,4,40
PLST,MA,710,7100000US2502500200907000,2.50E+15,1,1,25,25,7000,2009,A,1969,1166,211,409,70,2,0,19,92,1581,984,151,301,54,2,0,16,73
PLST,MA,710,7100000US2502500201007000,2.50E+15,1,1,25,25,7000,2010,A,2897,1864,287,345,302,2,0,15,82,2286,1528,215,240,240,1,0,15,47
PLST,MA,710,7100000US2502500201107000,2.50E+15,1,1,25,25,7000,2011,A,1014,827,24,54,71,0,0,7,31,835,692,18,38,65,0,0,6,16
PLST,MA,710,7100000US2502500201207000,2.50E+15,1,1,25,25,7000,2012,A,1387,1114,40,103,76,0,0,4,50,1131,933,26,71,60,0,0,4,37
PLST,MA,710,7100000US2502500201307000,2.50E+15,1,1,25,25,7000,2013,A,1169,1022,25,55,32,0,0,7,28,961,846,24,39,31,0,0,4,17
PLST,MA,710,7100000US2502500201407000,2.50E+15,1,1,25,25,7000,2014,A,1223,1075,19,48,44,0,0,3,34,948,844,19,38,34,0,0,0,13
PLST,MA,710,7100000US2502500201507000,2.50E+15,1,1,25,25,7000,2015,A,2580,1695,179,311,260,2,0,17,116,2097,1428,137,225,214,2,0,16,75
PLST,MA,710,7100000US2502500201607000,2.50E+15,1,1,25,25,7000,2016,A,2638,1856,181,273,223,5,0,20,80,2235,1615,151,226,177,4,0,9,53
PLST,MA,710,7100000US2502500201707000,2.50E+15,1,1,25,25,7000,2017,A,2746,2076,92,213,219,0,0,22,124,2225,1737,72,150,174,0,0,12,80
PLST,MA,710,7100000US2502500201807000,2.50E+15,1,1,25,25,7000,2018,A,1321,1050,66,67,104,1,0,6,27,1101,882,55,52,86,1,0,6,19
PLST,MA,710,7100000US2502500201907000,2.50E+15,1,1,25,25,7000,2019,A,1420,1120,31,90,117,1,0,19,42,1091,904,25,55,75,1,0,10,21
PLST,MA,710,7100000US2502500202007000,2.50E+15,1,1,25,25,7000,2020,A,2807,1971,124,248,323,0,0,35,106,2376,1691,109,198,280,0,0,29,69
PLST,MA,710,7100000US2502500202307000,2.50E+15,1,1,25,25,7000,2023,A,2995,286,1599,928,47,2,0,32,101,1939,226,1035,559,37,2,0,19,61
PLST,MA,710,7100000US2502500210107000,2.50E+15,1,1,25,25,7000,2101,A,4647,2319,184,375,1531,4,5,24,205,4471,2252,165,365,1478,1,3,23,184
PLST,MA,710,7100000US2502500210207000,2.50E+15,1,1,25,25,7000,2102,A,5699,2917,446,547,1460,5,19,49,256,5643,2896,439,536,1450,5,19,48,250
PLST,MA,710,7100000US2502500210307000,2.50E+15,1,1,25,25,7000,2103,A,3923,1927,172,340,1292,6,0,29,157,3802,1890,167,307,1267,6,0,24,141
PLST,MA,710,7100000US2502500210407000,2.50E+15,1,1,25,25,7000,2104,A,2933,1403,99,406,827,1,0,49,148,2697,1321,84,335,780,0,0,41,136
PLST,MA,710,7100000US2502500210507000,2.50E+15,1,1,25,25,7000,2105,A,2948,1642,97,329,716,0,4,37,123,2775,1583,81,277,691,0,3,29,111
PLST,MA,710,7100000US2502500210607000,2.50E+15,1,1,25,25,7000,2106,A,2023,1071,70,259,488,2,0,34,99,1885,1026,62,224,473,2,0,28,70
PLST,MA,710,7100000US2502500210707000,2.50E+15,1,1,25,25,7000,2107,A,2703,1215,248,478,623,2,1,21,115,2441,1155,207,386,567,1,1,19,105
PLST,MA,710,7100000US2502500210807000,2.50E+15,1,1,25,25,7000,2108,A,3255,1873,88,296,796,4,0,39,159,3113,1829,75,266,760,3,0,36,144
PLST,MA,710,7100000US2502500210907000,2.50E+15,1,1,25,25,7000,2109,A,3495,1623,340,537,833,0,0,27,135,3136,1575,255,392,774,0,0,21,119
PLST,MA,710,7100000US2502500211007000,2.50E+15,1,1,25,25,7000,2110,A,2301,1295,208,314,371,0,0,23,90,2141,1254,176,261,346,0,0,22,82
PLST,MA,710,7100000US2502500211107000,2.50E+15,1,1,25,25,7000,2111,A,2804,1825,85,194,553,3,2,17,125,2639,1728,81,175,516,3,2,17,117
PLST,MA,710,7100000US2502500211207000,2.50E+15,1,1,25,25,7000,2112,A,2543,1672,97,213,459,1,0,20,81,2429,1617,97,185,451,1,0,16,62
PLST,MA,710,7100000US2502500211307000,2.50E+15,1,1,25,25,7000,2113,A,3152,1938,104,244,730,4,0,22,110,2934,1781,103,214,717,4,0,20,95
PLST,MA,710,7100000US2502500211407000,2.50E+15,1,1,25,25,7000,2114,A,1682,1161,52,132,233,5,2,11,86,1622,1135,50,122,224,5,2,11,73
PLST,MA,710,7100000US2502500211507000,2.50E+15,1,1,25,25,7000,2115,A,2000,1354,60,153,339,3,0,18,73,1921,1315,60,140,325,3,0,15,63
PLST,MA,710,7100000US2502500211607000,2.50E+15,1,1,25,25,7000,2116,A,6175,4607,324,471,543,30,20,26,154,5977,4464,319,456,530,26,20,26,136
PLST,MA,710,7100000US2502500220107000,2.50E+15,1,1,25,25,7000,2201,A,4222,2121,245,642,901,9,4,50,250,3848,2011,234,529,834,4,4,41,191
PLST,MA,710,7100000US2502500220207000,2.50E+15,1,1,25,25,7000,2202,A,4033,1881,307,660,908,3,6,80,188,3516,1722,222,521,825,2,6,64,154
PLST,MA,710,7100000US2502500220307000,2.50E+15,1,1,25,25,7000,2203,A,3034,2055,65,338,400,2,0,40,134,2703,1875,58,264,369,2,0,30,105
PLST,MA,710,7100000US2502500220407000,2.50E+15,1,1,25,25,7000,2204,A,2067,1383,73,172,325,0,1,25,88,1888,1302,67,143,284,0,1,18,73
PLST,MA,710,7100000US2502500220507000,2.50E+15,1,1,25,25,7000,2205,A,2864,1320,195,417,666,8,0,85,173,2401,1171,139,299,589,8,0,65,130
PLST,MA,710,7100000US2502500220607000,2.50E+15,1,1,25,25,7000,2206,A,1862,1134,32,215,335,0,1,41,104,1683,1060,28,167,312,0,1,28,87
PLST,MA,710,7100000US2502500220707000,2.50E+15,1,1,25,25,7000,2207,A,2455,1700,77,282,223,1,0,85,87,2195,1565,57,211,212,1,0,74,75
PLST,MA,710,7100000US2502500220807000,2.50E+15,1,1,25,25,7000,2208,A,2191,1377,82,154,475,4,2,25,72,2039,1303,82,135,434,4,2,22,57
PLST,MA,710,7100000US2502500220907000,2.50E+15,1,1,25,25,7000,2209,A,2347,1636,51,120,426,0,0,39,75,2015,1391,51,114,373,0,0,25,61
PLST,MA,710,7100000US2502500221007000,2.50E+15,1,1,25,25,7000,2210,A,2279,1633,86,201,233,0,0,41,85,2087,1540,79,167,212,0,0,24,65
PLST,MA,710,7100000US2502500221107000,2.50E+15,1,1,25,25,7000,2211,A,1663,1096,53,144,247,0,1,32,90,1473,995,50,123,203,0,1,26,75
PLST,MA,710,7100000US2502500221207000,2.50E+15,1,1,25,25,7000,2212,A,2206,926,189,576,317,0,0,94,104,1780,833,144,387,269,0,0,78,69
PLST,MA,710,7100000US2502500221307000,2.50E+15,1,1,25,25,7000,2213,A,1513,1138,37,140,141,0,0,15,42,1390,1065,31,112,132,0,0,14,36
PLST,MA,710,7100000US2502500502A07000,2502500502A07000,1,1,25,25,7000,00502A,A,2342,1155,128,190,736,3,0,29,101,2201,1096,121,161,705,1,0,28,89
